experiment,item,condition,sentence,prompt,question_type,options,literal_response,config
dopo,14,DO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The janitor lent the teacher the mop..png?raw=true"" width=""278” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the mop receive somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,14,DO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The janitor lent the mop the teacher..png?raw=true"" width=""278” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the mop receive somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,14,PO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The janitor lent the mop to the teacher..png?raw=true"" width=""300” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the mop receive somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,14,PO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The janitor lent the teacher to the mop..png?raw=true"" width=""300” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the mop receive somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,15,DO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The car dealer leased the plumber the SUV..png?raw=true"" width=""315” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the SUV receive somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,15,DO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The car dealer leased the SUV the plumber..png?raw=true"" width=""315” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the SUV receive somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,config
dopo,15,PO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The car dealer leased the SUV to the plumber..png?raw=true"" width=""338” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the SUV receive somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,15,PO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The car dealer leased the plumber to the SUV..png?raw=true"" width=""338” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the SUV receive somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,16,DO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The host tossed the contestant the microphone..png?raw=true"" width=""345” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the contestant receive somethingsomeone.png?raw=true"" width=""338” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,16,DO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The host tossed the microphone the contestant..png?raw=true"" width=""345” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the contestant receive somethingsomeone.png?raw=true"" width=""338” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,16,PO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The host tossed the microphone to the contestant..png?raw=true"" width=""368” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the contestant receive somethingsomeone.png?raw=true"" width=""338” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,16,PO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The host tossed the contestant to the microphone..png?raw=true"" width=""368” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the contestant receive somethingsomeone.png?raw=true"" width=""338” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,17,DO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The quarterback passed the receiver the ball..png?raw=true"" width=""338” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the receiver receive somethingsomeone.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,17,DO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The quarterback passed the ball the receiver..png?raw=true"" width=""338” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the receiver receive somethingsomeone.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,17,PO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The quarterback passed the ball to the receiver..png?raw=true"" width=""360” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the receiver receive somethingsomeone.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,17,PO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The quarterback passed the receiver to the ball..png?raw=true"" width=""360” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the receiver receive somethingsomeone.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,18,DO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The videostore rented the customer the DVD..png?raw=true"" width=""322” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the customer receive somethingsomeone.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,18,DO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The videostore rented the DVD the customer..png?raw=true"" width=""322” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the customer receive somethingsomeone.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,18,PO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The videostore rented the DVD to the customer..png?raw=true"" width=""345” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the customer receive somethingsomeone.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,18,PO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The videostore rented the customer to the DVD..png?raw=true"" width=""345” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the customer receive somethingsomeone.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,19,DO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The bartender handed the lady the drink..png?raw=true"" width=""300” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the lady receive somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,19,DO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The bartender handed the drink the lady..png?raw=true"" width=""300” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the lady receive somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,19,PO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The bartender handed the drink to the lady..png?raw=true"" width=""322” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the lady receive somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,19,PO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The bartender handed the lady to the drink..png?raw=true"" width=""322” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the lady receive somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,20,DO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The magician threw the assistant the hat..png?raw=true"" width=""308” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the assistant receive somethingsomeone.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,20,DO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The magician threw the hat the assistant..png?raw=true"" width=""308” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the assistant receive somethingsomeone.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
dopo,20,PO_plausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The magician threw the hat to the assistant..png?raw=true"" width=""330” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the assistant receive somethingsomeone.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
dopo,20,PO_implausible,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The magician threw the assistant to the hat..png?raw=true"" width=""330” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the assistant receive somethingsomeone.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,1,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The man held the woman..png?raw=true"" width=""172” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the woman hold somethingsomeone.png?raw=true"" width=""278” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,1,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The woman held the man..png?raw=true"" width=""172” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the woman hold somethingsomeone.png?raw=true"" width=""278” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,1,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The man was held by the woman..png?raw=true"" width=""225” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the woman hold somethingsomeone.png?raw=true"" width=""278” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,1,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The woman was held by the man..png?raw=true"" width=""225” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the woman hold somethingsomeone.png?raw=true"" width=""278” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,2,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The airplane destroyed the missile..png?raw=true"" width=""262” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the missile destroy somethingsomeone.png?raw=true"" width=""315” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,2,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The missile destroyed the airplane..png?raw=true"" width=""262” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the missile destroy somethingsomeone.png?raw=true"" width=""315” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,2,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The airplane was destroyed by the missile..png?raw=true"" width=""315” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the missile destroy somethingsomeone.png?raw=true"" width=""315” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,2,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The missile was destroyed by the airplane..png?raw=true"" width=""315” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the missile destroy somethingsomeone.png?raw=true"" width=""315” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,3,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The father chased the son..png?raw=true"" width=""195” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the son chase somethingsomeone.png?raw=true"" width=""270” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,3,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The son chased the father..png?raw=true"" width=""195” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the son chase somethingsomeone.png?raw=true"" width=""270” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,3,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The father was chased by the son..png?raw=true"" width=""248” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the son chase somethingsomeone.png?raw=true"" width=""270” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,3,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The son was chased by the father..png?raw=true"" width=""248” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the son chase somethingsomeone.png?raw=true"" width=""270” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,4,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The nephew tickled the uncle..png?raw=true"" width=""218” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the nephew tickle somethingsomeone.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,4,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The uncle tickled the nephew..png?raw=true"" width=""218” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the nephew tickle somethingsomeone.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,4,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The nephew was tickled by the uncle..png?raw=true"" width=""270” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the nephew tickle somethingsomeone.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,4,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The uncle was tickled by the nephew..png?raw=true"" width=""270” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the nephew tickle somethingsomeone.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,5,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The woman nudged the man..png?raw=true"" width=""188” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the woman nudge somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,5,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The man nudged the woman..png?raw=true"" width=""188” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the woman nudge somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,5,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The woman was nudged by the man..png?raw=true"" width=""240” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the woman nudge somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,5,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The man was nudged by the woman..png?raw=true"" width=""240” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the woman nudge somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,6,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The daughter bit the son..png?raw=true"" width=""188” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the daughter bite somethingsomeone.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,6,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The son bit the daughter..png?raw=true"" width=""188” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the daughter bite somethingsomeone.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,6,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The daughter was bitten by the son..png?raw=true"" width=""262” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the daughter bite somethingsomeone.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,6,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The son was bitten by the daughter..png?raw=true"" width=""262” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the daughter bite somethingsomeone.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
